QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Engineering - Electrical & Electronic,,,,,,,,,
,,,,Institutions Considered,,1709,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Weightings,,,,
,,,,Academic,0.4,,,,
,,,,Employer,0.3,,,,
,,,,Citations,0.1,,,,
,,,,H,0.1,,,,
,,,,IRN,0.1,,,,
Top 530 Universities - Engineering - Electrical & Electronic,,,,,,,,,
2024,2023,Institution,Location,Academic,Employer,Citations,H,International,Score
=101,104=,Sapienza University of Rome,Italy,68.7,68.2,83.2,75.2,85.9,72
=101,115=,The University of Queensland,Australia,61.2,71.3,94.8,83.6,76.4,72
=101,97=,University of Nottingham,United Kingdom,64.2,66.8,91.2,83,90.3,72
=101,83=,University of Wisconsin-Madison,United States,66.7,71.5,89.5,77.5,60.2,72
106,99=,Khalifa University of Science and Technology,United Arab Emirates,66.7,67.6,90.7,78.9,74.3,71.9
107,88=,Université PSL,France,68.2,70.9,85.1,70.8,73.3,71.7
=108,88=,Lund University,Sweden,69.7,62.2,92.1,76.4,79.8,71.6
=108,86  ,University of Southern California,United States,65.9,70.3,91.3,76.7,62.7,71.6
110,106=,Alma Mater Studiorum - University of Bologna,Italy,67.5,70.8,84.9,72.5,71.1,71.5
=111,110=,Norwegian University of Science And Technology,Norway,69.4,59.2,86.7,81.1,98.2,71.4
=111,122=,Tohoku University,Japan,69.8,70,83,75,55.5,71.4
113,133=,Middle East Technical University,Turkey,62.6,78,85.2,70.3,63.8,71.1
114,106=,Xi’an Jiaotong University,China (Mainland),65.9,61.7,87.4,91.7,74.4,71
115,90=,Virginia Polytechnic Institute and State University,United States,66.4,63.6,92.4,85.7,58.3,70.8
116,110=,Johns Hopkins University,United States,66.9,67.2,91.2,73.1,65.5,70.7
=117,125  ,National Technical University of Athens,Greece,62.1,68.4,90.1,78,85.1,70.6
=117,118=,Northwestern University,United States,62.7,71.7,95.7,76.7,49.5,70.6
=119,90=,"Grenoble INP, Grenoble Institute of Technology",France,68.5,64.8,81.4,71.3,92.1,70.5
=119,133=,The University of Auckland,New Zealand,61.9,72.8,92.2,78.2,52.2,70.5
=119,115=,Universidad Nacional Autónoma de México (UNAM),Mexico,65.2,77.9,78.9,66,58.5,70.5
122,144=,Istanbul Technical University,Turkey,61.3,77.2,83.9,72.2,64.6,70.4
123,137=,King Saud University,Saudi Arabia,58.5,70.1,91.5,81,86.7,70.3
=124,104=,Aalto University,Finland,69,56.6,90.8,81.3,81.4,70.2
=124,139  ,Duke University,United States,64.7,69.7,91.2,75.2,52.7,70.2
=124,126=,Università di Padova,Italy,64,66.8,86.7,78.9,76.9,70.2
=124,120=,University of Alberta,Canada,63.2,66.6,91.1,82.2,64.7,70.2
128,130=,"University of Maryland, College Park",United States,61.7,64.9,95.1,84.1,70,70.1
129,146  ,University of Glasgow,United Kingdom,64.8,67.4,86.7,75,72.2,70
=130,137=,Nanjing University,China (Mainland),62.9,66.1,93.2,85.3,50,69.8
=130,122=,National Taipei University of Technology,Taiwan,73.2,64.7,81.1,68.3,49.6,69.8
=130,144=,"Trinity College Dublin, The University of Dublin",Ireland,62.3,72.8,87.2,71.5,64,69.8
133,103  ,Hanyang University,South Korea,59.4,71.5,91.3,83.3,53.5,69.7
134,151-200,Osaka University,Japan,68.6,71.1,73.1,66.6,68.1,69.6
=135,133=,RMIT University,Australia,60.1,67.6,93.7,82.2,62.5,69.4
=135,122=,The Ohio State University,United States,60.7,70.6,88.8,78,61.4,69.4
=135,128  ,The University of Sheffield,United Kingdom,61.5,65.9,91,79.7,73.2,69.4
=138,115=,Arizona State University,United States,62,64.8,91.1,82.3,67.3,69.3
=138,147  ,Technische Universität Wien,Austria,70.8,60.5,81.1,71.8,74.3,69.3
=140,129  ,Beijing Institute of Technology,China (Mainland),61.3,60.4,91.5,93.1,69.9,69.2
=140,130=,Indian Institute of Science,India,70.9,66.6,80,69.6,43.3,69.2
