QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Psychology,,,,,,,,,
,,,,Institutions Considered,,995,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Weightings,,,,
,,,,Academic,0.4,,,,
,,,,Employer,0.3,,,,
,,,,Citations,0.1,,,,
,,,,H,0.1,,,,
,,,,IRN,0.1,,,,
Top 330 Universities - Psychology,,,,,,,,,
2024,2023,Institution,Location,Academic,Employer,Citations,H,International,Score
251-300,251-300,University of Hawaiʻi at Mānoa,United States,45.2,80,71.6,71.2,34.5,
251-300,251-300,University of Houston,United States,48.5,51.6,77,80.9,51.9,
251-300,251-300,University of Kansas,United States,54,49,76,77.4,38.3,
251-300,251-300,University of Kentucky,United States,45.3,58.2,79.5,85.5,46.1,
251-300,301-330,University of Macau,Macau SAR,53,43.6,83.7,78.3,44.1,
251-300,,University of Naples - Federico II,Italy,45.4,63.2,75.8,75.4,46.4,
251-300,201-250,University of Notre Dame,United States,49.8,63.1,85.6,80.6,24.8,
251-300,251-300,University of South Australia,Australia,50.1,60.7,80.6,77.1,28.5,
251-300,251-300,University of South Florida,United States,55.2,40.7,76.8,82.7,50.4,
251-300,251-300,University of Southern Denmark (SDU),Denmark,47.1,57,83.8,78.6,36,
251-300,201-250,University of Surrey,United Kingdom,52.5,61.6,80.6,77.7,29.7,
251-300,251-300,University of the Basque Country,Spain,43.4,49,84.4,83.7,59.7,
251-300,251-300,University of Victoria (UVic),Canada,55.1,48.8,85,77.7,22.5,
251-300,251-300,University of Wollongong,Australia,43.1,62.1,84.4,80.1,40.7,
301-330,,Aalto University,Finland,52.9,59.3,68,70.4,34.1,
301-330,301-330,Bielefeld University,Germany,54.3,41.3,76.8,73.6,47.9,
301-330,,Concordia University,Canada,47.2,56.5,80,75.8,32.8,
301-330,,Dublin City University,Ireland,55.1,67.2,58.6,62.6,34.9,
301-330,301-330,"Essex, University of",United Kingdom,52.3,46.2,76.9,74,44.4,
301-330,,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,44.8,60.5,75.9,74,42.9,
301-330,251-300,Georgia State University,United States,42.5,53.3,76.9,81.7,52.5,
301-330,301-330,Julius-Maximilians-Universität Würzburg,Germany,52.4,41.6,79.4,76.8,41.3,
301-330,301-330,Keio University,Japan,58,68,60.9,66,18.3,
301-330,,Middle East Technical University,Turkey,54.3,71.3,62.5,67.1,24.2,
301-330,301-330,National Cheng Kung University (NCKU),Taiwan,53.6,66,62.4,67.6,23.6,
301-330,,Oxford Brookes University,United Kingdom,51.2,76,56.2,62.6,32.9,
301-330,251-300,"Stony Brook University, State University of New York",United States,42.6,51.9,83.4,81.2,52.3,
301-330,,Tecnológico de Monterrey,Mexico,62.8,88.8,34.9,50.3,20.6,
301-330,251-300,Universidad de Santiago de Chile (USACH),Chile,55.7,76,52.7,62.6,24.8,
301-330,,Universidad Nacional de Colombia,Colombia,65.2,81.4,32.2,51.4,17.1,
301-330,,Universidade Federal de Minas Gerais      ,Brazil,56.3,58.7,62.6,66,34.3,
301-330,301-330,Universität Konstanz,Germany,52.9,49.1,76.8,75.4,40.4,
301-330,301-330,Universitat Ramon Llull,Spain,55.1,73.8,66.5,64.4,14.6,
301-330,301-330,Université Laval,Canada,43,59.1,78.1,78,39.4,
301-330,301-330,University College Cork,Ireland,47.3,64.7,72.2,72,29.2,
301-330,251-300,University of Basel,Switzerland,44.9,55.3,79.8,76.8,45.1,
301-330,251-300,University of East Anglia (UEA),United Kingdom,42.4,51.8,82.3,77.4,54.5,
301-330,301-330,University of Leicester,United Kingdom,49.9,60.5,72.8,70.8,42,
301-330,,University of Salamanca,Spain,47.6,60.8,69.1,72,43.3,
301-330,,University of Texas Dallas,United States,42.2,66.4,79.2,78.3,33.4,
301-330,,University of the West of England,United Kingdom,42.9,60.6,86.7,73.2,31.5,
301-330,301-330,University of Turin,Italy,42.8,51.2,85.1,84.2,37.2,
301-330,,University of Waikato,New Zealand,59,57.8,64,66.6,24.1,
301-330,251-300,Vrije Universiteit Brussel (VUB),Belgium,48.3,54.1,77.7,75.4,38.9,
