QS World University Rankings by Faculty Area,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Pharmacy & Pharmacology,,,,,,,,,
,,,,Institutions Considered,,1040,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Weightings,,,,
,,,,Academic,0.4,,,,
,,,,Employer,0.3,,,,
,,,,Citations,0.1,,,,
,,,,H,0.1,,,,
,,,,IRN,0.1,,,,
Top 360 Universities - Pharmacy & Pharmacology,,,,,,,,,
2024,2023,Institution,Location,Academic,Employer,Citations,H,International,Score
251-300,251-300,University of Göttingen,Germany,56,59.7,78.4,76,41.8,
251-300,,University of Messina (UniME),Italy,49.6,33.8,90.7,85.3,58.6,
251-300,201-250,University of Navarra,Spain,54.4,56.2,81.8,82,41.7,
251-300,201-250,University of Parma,Italy,51.1,60.9,88.1,84.9,37.7,
251-300,251-300,University of Salerno,Italy,54.4,38.2,84.2,81.7,52.8,
251-300,151-200,University of Saskatchewan,Canada,56.2,56.6,83.4,79.6,32.4,
251-300,301-350,University of Szeged,Hungary,51.2,53,81,80.2,62.2,
251-300,201-250,University of Turin,Italy,45.9,54.2,89.1,86.7,59,
251-300,,Vrije Universiteit Brussel (VUB),Belgium,53,59.6,78.6,79.6,46.8,
251-300,301-350,Wuhan University,China (Mainland),48,63.2,90.2,86.3,27,
301-350,301-350,Airlangga University,Indonesia,62.4,68.9,63.3,69.1,44,
301-350,201-250,"All India Institute of Medical Sciences, New Delhi",India,60,60.4,75.9,77.6,19.4,
301-350,301-350,Assiut University ,Egypt,46.4,55.5,85.9,82.5,39,
301-350,,"Bharathiar University, Coimbatore",India,57.9,46.4,77,79.4,28.9,
301-350,351-360,Catania University,Italy,42.8,41.3,90,85.9,49,
301-350,251-300,Central South University,China (Mainland),48.7,48.2,88.8,91.4,18.6,
301-350,301-350,Chiba University,Japan,60.2,47.9,78.5,77.9,15.7,
301-350,301-350,Deakin University,Australia,44.3,61.7,84.6,83.2,51.4,
301-350,201-250,Ewha Womans University,South Korea,60.4,53.6,78.5,76,21.7,
301-350,351-360,Gazi Üniversitesi,Turkey,51.6,55.6,79.8,79.6,37,
301-350,251-300,Indian Institute of Technology Bombay (IITB),India,64.1,83.5,60.8,69.1,20.9,
301-350,201-250,Kaohsiung Medical University,Taiwan,50.5,50.8,84.1,80.5,38,
301-350,251-300,Khon Kaen University,Thailand,59.2,52.4,72.6,74.6,31.4,
301-350,,King Faisal University,Saudi Arabia,55.8,55.6,76.1,77.6,28.8,
301-350,301-350,La Trobe University,Australia,54,59,78.4,79.4,35.5,
301-350,251-300,Medicine University in Cluj Napoca,Romania,48.7,51.4,81.6,80.2,46.5,
301-350,301-350,Medizinische Hochschule Hannover,Germany,53.2,48.2,83.1,79.4,36.4,
301-350,,National Yang Ming Chiao Tung University,Taiwan,53.2,66.9,81.9,78.2,20,
301-350,301-350,Philipps-Universität Marburg ,Germany,53.2,42,81.2,81,42.6,
301-350,,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,India,57.7,75.3,73.3,75.3,15.7,
301-350,251-300,Stellenbosch University,South Africa,50.9,48.3,82.3,82.5,44,
301-350,251-300,Tabriz University of Medical Sciences,"Iran, Islamic Republic of",42.8,23.7,93.8,95.7,52.8,
301-350,301-350,Tel Aviv University,Israel,47.7,47,87.4,83.2,37.4,
301-350,251-300,Temple University,United States,58.4,32.6,83.7,81.5,28.8,
301-350,301-350,The University of Georgia,United States,49.3,59.8,85.3,82.9,23.9,
301-350,301-350,The University of Lahore,Pakistan,50,56.1,82.2,81.5,34.5,
301-350,,Tianjin University,China (Mainland),52,62.3,83.3,81.2,18.5,
301-350,251-300,Tufts University,United States,50,50.1,83.1,81.7,33.2,
301-350,,Universidad Nacional de Córdoba - UNC,Argentina,59.5,68.5,69.2,71.8,24.4,
301-350,,"Universita' degli Studi ""G. d'Annunzio"" Chieti Pescara",Italy,45.6,41,84.7,83.2,56.6,
301-350,,Universität Leipzig,Germany,50.3,50.9,76.7,77,54.1,
301-350,,Université de Liège,Belgium,44.5,50,81.8,82,58.6,
301-350,251-300,Université Laval,Canada,44.7,59.5,86,81.2,40.6,
301-350,251-300,University of Crete,Greece,52,54.1,78.2,80.5,46.3,
301-350,251-300,University of Eastern Finland,Finland,47.3,40.7,85.7,84.1,52.6,
301-350,,University of Gothenburg,Sweden,50.2,61.2,78.7,75.6,47.3,
301-350,301-350,University of Ljubljana,Slovenia,44.5,48.3,86.2,82.9,52.3,
301-350,,University of Macau,Macau SAR,42.6,40.9,93.3,90.4,37.7,
301-350,301-350,University of Sharjah,United Arab Emirates,53.9,72,73.6,74.2,38.3,
301-350,251-300,University of Tasmania,Australia,50.9,53.7,80.6,79.1,48.8,
301-350,351-360,University of Tehran,"Iran, Islamic Republic of",44.8,42,89.4,85.9,48.1,
301-350,301-350,University of the Basque Country,Spain,50.2,43.7,83.2,81,47.9,
301-350,251-300,University of the Punjab,Pakistan,58.2,62.4,75.8,75.6,21.5,
301-350,251-300,University of Witwatersrand,South Africa,47.6,45.9,82.1,79.6,59.7,
301-350,,University of York,United Kingdom,50.6,54.4,82.7,81.2,30.4,
301-350,,Xiamen University,China (Mainland),51.7,45.4,88.2,85.7,25.9,
301-350,,Yeshiva University,United States,48.1,31.3,88.4,82.9,55.3,
351-360,,Friedrich-Alexander-Universität Erlangen-Nürnberg,Germany,46.7,59,81.9,79.6,42.7,
351-360,301-350,"Institute of Chemical Technology (UDCT), Mumbai",India,57,53.2,73.8,78.2,22.3,
351-360,301-350,Martin-Luther-Universität Halle-Wittenberg,Germany,53.4,34.9,77.6,76.3,55.8,
351-360,351-360,Queen's University at Kingston,Canada,57.6,64.6,72.9,75.6,18.1,
351-360,,Shiraz University of Medical Sciences,"Iran, Islamic Republic of",44.6,40.1,85.4,85.3,49,
351-360,301-350,The Hong Kong Polytechnic University,Hong Kong SAR,48.5,62.9,84.6,82,19,
351-360,,Université Sorbonne Paris Nord,France,47,61.8,81,78.5,41.7,
351-360,301-350,University of Leicester,United Kingdom,52.6,52.4,74.2,77.3,45.2,
351-360,301-350,University of Salamanca,Spain,62.9,47.2,67.2,72.3,33,
351-360,301-350,University of Siena,Italy,49.9,52.9,80.3,77.6,42.1,
