core_id,country,city,guide,nid,title,logo,score,rank_display,asia_overall_ranking,europe_overall_ranking,region,stars,recm,dagger,redact,program_type
62,Germany,Bonn,,294594,"<div class=""td-wrap""><a href=""/universities/rheinische-friedrich-wilhelms-universitat-bonn"" class=""uni-link"">Rheinische Friedrich-Wilhelms-Universität Bonn</a></div>",/sites/default/files/rheinische-friedrich-wilhelms-universitt-bonn_592560cf2aeae70239af4ac1_small.jpg,,301-500,,,Europe,,0--,False,False,
538,United States,New Brunswick,,297482,"<div class=""td-wrap""><a href=""/universities/rutgers-university-new-brunswick"" class=""uni-link"">Rutgers University–New Brunswick</a></div>",/sites/default/files/rutgers-university-new-brunswick_538_small.jpg,,301-500,,,North America,,0--,False,False,
1130,Lebanon,Beirut,,297144,"<div class=""td-wrap""><a href=""/universities/saint-joseph-university-beirut-usj"" class=""uni-link"">Saint Joseph University of Beirut (USJ) </a></div>",/sites/default/files/saint-joseph-university-of-beirut-usj_1130_small.jpg,,301-500,,,Asia,,0--,False,False,
557,China (Mainland),Shanghai,,297367,"<div class=""td-wrap""><a href=""/universities/shanghai-university"" class=""uni-link"">Shanghai University</a></div>",/sites/default/files/shanghai-university_557_small.jpg,,301-500,,,Asia,,0--,False,False,
703,Iran,Tehran,,297394,"<div class=""td-wrap""><a href=""/universities/sharif-university-technology"" class=""uni-link"">Sharif University of Technology</a></div>",/sites/default/files/sharif-university-of-technology_592560cf2aeae70239af4d42_small.jpg,,301-500,,,Asia,,0--,False,False,
562,Canada,Burnaby,,297293,"<div class=""td-wrap""><a href=""/universities/simon-fraser-university"" class=""uni-link"">Simon Fraser University</a></div>",/sites/default/files/simon-fraser-university_562_small.jpg,,301-500,,,North America,,0--,False,False,
14296,Bulgaria,Sofia,,293750,"<div class=""td-wrap""><a href=""/universities/sofia-university-st-kliment-ohridski"" class=""uni-link"">Sofia University ""St. Kliment Ohridski""</a></div>",/sites/default/files/sofia-university-st.-kliment-ohridski_592560cf2aeae70239af5654_small.jpg,,301-500,,,Europe,,0--,False,False,
565,South Korea,Seoul,,297290,"<div class=""td-wrap""><a href=""/universities/sogang-university"" class=""uni-link"">Sogang University</a></div>",/sites/default/files/sogang-university_565_small.jpg,,301-500,,,Asia,,0--,False,False,
574,South Africa,Stellenbosch,,297281,"<div class=""td-wrap""><a href=""/universities/stellenbosch-university"" class=""uni-link"">Stellenbosch University</a></div>",/sites/default/files/stellenbosch-university_574_small.jpg,,301-500,,,Africa,,0--,False,False,
818,United States,Hoboken,,297562,"<div class=""td-wrap""><a href=""/universities/stevens-institute-technology"" class=""uni-link"">Stevens Institute of Technology</a></div>",/sites/default/files/stevens-institute-of-technology_592560cf2aeae70239af4db6_small.jpg,,301-500,,,North America,,0--,False,False,
2134,Taiwan,Taipei,,295098,"<div class=""td-wrap""><a href=""/universities/taipei-medical-university-tmu"" class=""uni-link"">Taipei Medical University (TMU)</a></div>",/sites/default/files/taipei-medical-university_2134_small.jpg,,301-500,,,Asia,,0--,False,False,
591,Estonia,Tallinn,,297270,"<div class=""td-wrap""><a href=""/universities/tallinn-university-technology-taltech"" class=""uni-link"">Tallinn University of Technology (TalTech)</a></div>",/sites/default/files/tallinn-university-of-technology-taltech_592560cf2aeae70239af4cd3_small.jpg,,301-500,,,Europe,,0--,False,False,
14977,Ukraine,Kyiv,,294139,"<div class=""td-wrap""><a href=""/universities/taras-shevchenko-national-university-kyiv"" class=""uni-link"">Taras Shevchenko National University of Kyiv</a></div>",/sites/default/files/taras-shevchenko-national-university-of-kyiv_14977_small.jpg,,301-500,,,Europe,,0--,False,False,
602,United States,Philadelphia,,297259,"<div class=""td-wrap""><a href=""/universities/temple-university"" class=""uni-link"">Temple University</a></div>",/sites/default/files/temple-university_592560cf2aeae70239af4cdd_small.jpg,,301-500,,,North America,,0--,False,False,
14956,Russia,Moscow,,294116,"<div class=""td-wrap""><a href=""/universities/national-university-science-technology-misis"" class=""uni-link"">The National University of Science and Technology MISIS</a></div>",/sites/default/files/the-national-university-of-science-and-technology-misis_14956_small.jpg,,301-500,,,Europe,,0--,False,True,
13,United States,Tuscaloosa,,294641,"<div class=""td-wrap""><a href=""/universities/university-alabama"" class=""uni-link"">The University of Alabama</a></div>",/sites/default/files/university-of-alabama_592560cf2aeae70239af4a91_small.jpg,,301-500,,,North America,,0--,False,False,
227,United States,Athens,,294337,"<div class=""td-wrap""><a href=""/universities/university-georgia"" class=""uni-link"">The University of Georgia</a></div>",/sites/default/files/the-university-of-georgia_227_small.jpg,,301-500,,,North America,,0--,False,False,
334,Pakistan,Lahore,,294092,"<div class=""td-wrap""><a href=""/universities/university-lahore"" class=""uni-link"">The University of Lahore</a></div>",/sites/default/files/the-university-of-lahore_592560cf2aeae70239af4bda_small.jpg,,301-500,,,Asia,,0--,False,False,
603,United States,Knoxville,,297258,"<div class=""td-wrap""><a href=""/universities/university-tennessee-knoxville"" class=""uni-link"">The University of Tennessee, Knoxville</a></div>",/sites/default/files/the-university-of-tennessee-knoxville_603_small.jpg,,301-500,,,North America,,0--,False,False,
609,China (Mainland),Tianjin,,297252,"<div class=""td-wrap""><a href=""/universities/tianjin-university"" class=""uni-link"">Tianjin University</a></div>",/sites/default/files/tianjin-university_609_small.jpg,,301-500,,,Asia,,0--,False,False,
610,Netherlands,Tilburg,,297251,"<div class=""td-wrap""><a href=""/universities/tilburg-university"" class=""uni-link"">Tilburg University</a></div>",/sites/default/files/tilburg-university_592560cf2aeae70239af4ce5_small.jpg,,301-500,,,Europe,,0--,False,False,
612,Japan,Hiratsuka City,,297249,"<div class=""td-wrap""><a href=""/universities/tokai-university"" class=""uni-link"">Tokai University</a></div>",/sites/default/files/tokai-university_592560cf2aeae70239af4ce7_small.jpg,,301-500,,,Asia,,0--,False,False,
1030,Japan,Tokyo,,296772,"<div class=""td-wrap""><a href=""/universities/tokyo-university-agriculture-technology"" class=""uni-link"">Tokyo University of Agriculture and Technology </a></div>",/sites/default/files/tokyo-university-of-agriculture-and-technology_1030_small.jpg,,301-500,,,Asia,,0--,False,False,
1234,Czechia,Zlin,,297520,"<div class=""td-wrap""><a href=""/universities/tomas-bata-university-zlin"" class=""uni-link"">Tomas Bata University in Zlin</a></div>",/sites/default/files/tomas-bata-university-in-zlin_1234_small.jpg,,301-500,,,Europe,,0--,False,False,
492,Brazil,Sao Paulo,,297517,"<div class=""td-wrap""><a href=""/universities/unesp"" class=""uni-link"">UNESP</a></div>",/sites/default/files/unesp_492_small.jpg,,301-500,,,Latin America,,0--,False,False,
1641,United Kingdom,Coleraine,,296383,"<div class=""td-wrap""><a href=""/universities/ulster-university"" class=""uni-link"">Ulster University</a></div>",/sites/default/files/ulster-university_1641_small.jpg,,301-500,,,Europe,,0--,False,False,
778,United Arab Emirates,Al Ain,,297051,"<div class=""td-wrap""><a href=""/universities/united-arab-emirates-university"" class=""uni-link"">United Arab Emirates University</a></div>",/sites/default/files/united-arab-emirates-university_778_small.jpg,,301-500,,,Asia,5,0--,False,False,
11,Chile,Santiago,,294642,"<div class=""td-wrap""><a href=""/universities/universidad-adolfo-ibanez"" class=""uni-link"">Universidad Adolfo Ibáñez</a></div>",/sites/default/files/universidad-adolfo-ibez-_11_small.jpg,,301-500,,,Latin America,,0--,False,False,
20,Venezuela,Caracas City,,294635,"<div class=""td-wrap""><a href=""/universities/universidad-catolica-andres-bello"" class=""uni-link"">Universidad Católica Andres Bello</a></div>",/sites/default/files/universidad-catlica-andres-bello_592560cf2aeae70239af4a98_small.jpg,,301-500,,,Latin America,,0--,False,False,
2618,Venezuela,Caracas,,293426,"<div class=""td-wrap""><a href=""/universities/universidad-central-de-venezuela"" class=""uni-link"">Universidad Central de Venezuela</a></div>",/sites/default/files/universidad-central-de-venezuela_592560cf2aeae70239af54c0_small.jpg,,301-500,,,Latin America,,0--,False,False,
159,Chile,Santiago,,294498,"<div class=""td-wrap""><a href=""/universities/universidad-diego-portales-udp"" class=""uni-link"">Universidad Diego Portales (UDP)</a></div>",/sites/default/files/universidad-diego-portales-udp_159_small.jpg,,301-500,,,Latin America,,0--,False,False,
795,Colombia,Bogotá,,294710,"<div class=""td-wrap""><a href=""/universities/universidad-externado-de-colombia"" class=""uni-link"">Universidad Externado de Colombia </a></div>",/sites/default/files/universidad-externado-de-colombia_795_small.jpg,,301-500,,,Latin America,,0--,False,False,
1741,Colombia,Cali,,296880,"<div class=""td-wrap""><a href=""/universities/universidad-icesi"" class=""uni-link"">Universidad ICESI</a></div>",/sites/default/files/universidad-icesi_592560cf2aeae70239af5150_small.jpg,,301-500,,,Latin America,,0--,False,False,
2676,Panama,Panama City,,293484,"<div class=""td-wrap""><a href=""/universities/universidad-interamericana-de-panama"" class=""uni-link"">Universidad Interamericana de Panamá </a></div>",/sites/default/files/universidad-interamericana-de-panam-_592560cf2aeae70239af54f7_small.jpg,,301-500,,,Latin America,,0--,False,False,
400,Venezuela,Caracas,,294860,"<div class=""td-wrap""><a href=""/universities/universidad-metropolitana"" class=""uni-link"">Universidad Metropolitana</a></div>",/sites/default/files/universidad-metropolitana_400_small.jpg,,301-500,,,Latin America,,0--,False,False,
1749,Peru,Monterrico,,296889,"<div class=""td-wrap""><a href=""/universities/universidad-peruana-de-ciencias-aplicadas"" class=""uni-link"">Universidad Peruana de Ciencias Aplicadas</a></div>",/sites/default/files/universidad-peruana-de-ciencias-aplicadas_1749_small.jpg,,301-500,,,Latin America,4,0--,False,False,
2703,Panama,Panama City,,293511,"<div class=""td-wrap""><a href=""/universities/universidad-catolica-santa-maria-la-antigua-usma"" class=""uni-link"">Universidad Católica Santa María la Antigua-USMA</a></div>",/sites/default/files/universidad-catlica-santa-mara-la-antigua-usma_592560cf2aeae70239af5512_small.jpg,,301-500,,,Latin America,,0--,False,False,
618,Argentina,Buenos Aires,,297243,"<div class=""td-wrap""><a href=""/universities/universidad-torcuato-di-tella"" class=""uni-link"">Universidad Torcuato Di Tella</a></div>",/sites/default/files/universidad-torcuato-di-tella_592560cf2aeae70239af4ced_small.jpg,,301-500,,,Latin America,,0--,False,False,
2120,Chile,Valparaíso,,295086,"<div class=""td-wrap""><a href=""/universities/universidad-tecnica-federico-santa-maria-usm"" class=""uni-link"">Universidad Técnica Federico Santa María (USM)</a></div>",/sites/default/files/universidad-tcnica-federico-santa-mara-usm_592560cf2aeae70239af52cb_small.jpg,,301-500,,,Latin America,,0--,False,False,
1734,Colombia,Medellin,,296871,"<div class=""td-wrap""><a href=""/universities/universidad-de-antioquia"" class=""uni-link"">Universidad de Antioquia</a></div>",/sites/default/files/universidad-de-antioquia_592560cf2aeae70239af5149_small.jpg,,301-500,,,Latin America,4,0--,False,False,
1700,Chile,Concepción,,296834,"<div class=""td-wrap""><a href=""/universities/universidad-de-concepcion"" class=""uni-link"">Universidad de Concepción</a></div>",/sites/default/files/universidad-de-concepcin_1700_small.jpg,,301-500,,,Latin America,,0--,False,False,
2636,Cuba,Havana,,293444,"<div class=""td-wrap""><a href=""/universities/universidad-de-la-habana"" class=""uni-link"">Universidad de La Habana</a></div>",/sites/default/files/221020033509pm867038295-UH-Color-48x48.jpg,,301-500,,,Latin America,,0--,False,False,
332,Colombia,Bogotá,,294100,"<div class=""td-wrap""><a href=""/universities/universidad-de-la-sabana"" class=""uni-link"">Universidad de La Sabana</a></div>",/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,,301-500,,,Latin America,,0--,False,False,
1748,Peru,Lima,,296886,"<div class=""td-wrap""><a href=""/universities/universidad-de-lima"" class=""uni-link"">Universidad de Lima</a></div>",/sites/default/files/230207011108pm679897LOGO-ULIMA-48x48.jpg,,301-500,,,Latin America,4,1--,False,False,
2646,Argentina,Buenos Aires,,293454,"<div class=""td-wrap""><a href=""/universities/universidad-de-palermo"" class=""uni-link"">Universidad de Palermo (UP)</a></div>",/sites/default/files/universidad-de-palermo-up_592560cf2aeae70239af54de_small.jpg,,301-500,,,Latin America,,0--,False,False,
2650,Puerto Rico,San Juan,,293458,"<div class=""td-wrap""><a href=""/universities/universidad-de-puerto-rico"" class=""uni-link"">Universidad de Puerto Rico</a></div>",/sites/default/files/universidad-de-puerto-rico_592560cf2aeae70239af54dd_small.jpg,,301-500,,,Latin America,,0--,False,False,
1699,Argentina,Buenos Aires,,296833,"<div class=""td-wrap""><a href=""/universities/universidad-de-san-andres-udesa"" class=""uni-link"">Universidad de San Andrés - UdeSA</a></div>",/sites/default/files/universidad-de-san-andrs-udesa_1699_small.jpg,,301-500,,,Latin America,,0--,False,False,
548,Chile,Santiago,,297429,"<div class=""td-wrap""><a href=""/universities/universidad-de-santiago-de-chile-usach"" class=""uni-link"">Universidad de Santiago de Chile (USACH)</a></div>",/sites/default/files/universidad-de-santiago-de-chile-usach_548_small.jpg,,301-500,,,Latin America,,0--,False,False,
2637,Mexico,Cholula,,293445,"<div class=""td-wrap""><a href=""/universities/universidad-de-las-americas-puebla-udlap"" class=""uni-link"">Universidad de las Américas Puebla (UDLAP)</a></div>",/sites/default/files/universidad-de-las-amricas-puebla-udlap_2637_small.jpg,,301-500,,,Latin America,5,0--,False,False,
2638,Chile,Santiago,,293446,"<div class=""td-wrap""><a href=""/universities/universidad-de-los-andes-chile"" class=""uni-link"">Universidad de los Andes - Chile</a></div>",/sites/default/files/universidad-de-los-andes-chile_2638_small.jpg,,301-500,,,Latin America,,0--,False,False,
1738,Colombia,Bogotá,,296857,"<div class=""td-wrap""><a href=""/universities/universidad-del-rosario"" class=""uni-link"">Universidad del Rosario</a></div>",/sites/default/files/universidad-del-rosario_592560cf2aeae70239af514d_small.jpg,,301-500,,,Latin America,4,0--,False,False,
96,Brazil,Campinas,,294560,"<div class=""td-wrap""><a href=""/universities/universidade-estadual-de-campinas-unicamp"" class=""uni-link"">Universidade Estadual de Campinas (Unicamp)</a></div>",/sites/default/files/universidade-estadual-de-campinas-unicamp_96_small.jpg,,301-500,,,Latin America,,0--,False,False,
1727,Brazil,Belo Horizonte,,296865,"<div class=""td-wrap""><a href=""/universities/universidade-federal-de-minas-gerais"" class=""uni-link"">Universidade Federal de Minas Gerais      </a></div>",/sites/default/files/universidade-federal-de-minas-gerais_1727_small.jpg,,301-500,,,Latin America,,0--,False,False,
384,Malaysia,Bangi,,294876,"<div class=""td-wrap""><a href=""/universities/universiti-kebangsaan-malaysia-ukm"" class=""uni-link"">Universiti Kebangsaan Malaysia (UKM)</a></div>",/sites/default/files/universiti-kebangsaan-malaysia-ukm_384_small.jpg,,301-500,,,Asia,5,0--,False,False,
14430,Malaysia,Kuantan,,293851,"<div class=""td-wrap""><a href=""/universities/universiti-malaysia-pahang"" class=""uni-link"">Universiti Malaysia Pahang</a></div>",/sites/default/files/universiti-malaysia-pahang_592560dd9988f300e2320686_small.jpg,,301-500,,,Asia,5,0--,False,False,
385,Malaysia,Seri Kembangan,,294875,"<div class=""td-wrap""><a href=""/universities/universiti-putra-malaysia-upm"" class=""uni-link"">Universiti Putra Malaysia (UPM)</a></div>",/sites/default/files/universiti-putra-malaysia-upm_385_small.jpg,,301-500,,,Asia,5,0--,False,False,
386,Malaysia,Gelugor,,294874,"<div class=""td-wrap""><a href=""/universities/universiti-sains-malaysia-usm"" class=""uni-link"">Universiti Sains Malaysia (USM)</a></div>",/sites/default/files/universiti-sains-malaysia-usm_386_small.jpg,,301-500,,,Asia,,0--,False,False,
732,Malaysia,Shah Alam,,297097,"<div class=""td-wrap""><a href=""/universities/universiti-teknologi-mara-uitm"" class=""uni-link"">Universiti Teknologi MARA - UiTM</a></div>",/sites/default/files/universiti-teknologi-mara-uitm_732_small.jpg,,301-500,,,Asia,,0--,False,False,
387,Malaysia,Skudai,,294873,"<div class=""td-wrap""><a href=""/universities/universiti-teknologi-malaysia"" class=""uni-link"">Universiti Teknologi Malaysia </a></div>",/sites/default/files/universiti-teknologi-malaysia_387_small.jpg,,301-500,,,Asia,5,0--,False,False,
2514,Iraq,Baghdad,,293327,"<div class=""td-wrap""><a href=""/universities/university-baghdad"" class=""uni-link"">University of Baghdad</a></div>",/sites/default/files/university-of-baghdad_592560cf2aeae70239af5456_small.jpg,,301-500,,,Asia,,0--,False,False,
77,Romania,Bucharest,,294579,"<div class=""td-wrap""><a href=""/universities/university-bucharest"" class=""uni-link"">University of Bucharest</a></div>",/sites/default/files/university-of-bucharest_77_small.jpg,,301-500,,,Europe,,0--,False,False,
86,United States,Irvine,,294570,"<div class=""td-wrap""><a href=""/universities/university-california-irvine"" class=""uni-link"">University of California, Irvine</a></div>",/sites/default/files/university-of-california-irvine_86_small.jpg,,301-500,,,North America,,0--,False,False,
88,United States,Riverside,,294568,"<div class=""td-wrap""><a href=""/universities/university-california-riverside"" class=""uni-link"">University of California, Riverside</a></div>",/sites/default/files/230328051801pm377649UCR-200x200-48x48.jpg,,301-500,,,North America,,0--,False,False,
97,New Zealand,Christchurch,,294559,"<div class=""td-wrap""><a href=""/universities/university-canterbury-te-whare-wananga-o-waitaha"" class=""uni-link"">University of Canterbury | Te Whare Wānanga o Waitaha</a></div>",/sites/default/files/university-of-canterbury_97_small.jpg,,301-500,,,Oceania,5,0--,False,False,
129,United States,Cincinnati,,294528,"<div class=""td-wrap""><a href=""/universities/university-cincinnati"" class=""uni-link"">University of Cincinnati</a></div>",/sites/default/files/university-of-cincinnati_129_small.jpg,,301-500,,,North America,,0--,False,False,
135,Sri Lanka,"Colombo,",,294522,"<div class=""td-wrap""><a href=""/universities/university-colombo"" class=""uni-link"">University of Colombo</a></div>",/sites/default/files/university-of-colombo_592560cf2aeae70239af4b0a_small.jpg,,301-500,,,Asia,,0--,False,False,
140,United States,Storrs,,294517,"<div class=""td-wrap""><a href=""/universities/university-connecticut"" class=""uni-link"">University of Connecticut</a></div>",/sites/default/files/university-of-connecticut_140_small.jpg,,301-500,,,North America,,0--,False,False,
1384,Hungary,Debrecen,,297396,"<div class=""td-wrap""><a href=""/universities/university-debrecen"" class=""uni-link"">University of Debrecen</a></div>",/sites/default/files/university-of-debrecen_592560cf2aeae70239af4fec_small.jpg,,301-500,,,Europe,,0--,False,False,
158,Bangladesh,Dhaka,,294499,"<div class=""td-wrap""><a href=""/universities/university-dhaka"" class=""uni-link"">University of Dhaka</a></div>",/sites/default/files/university-of-dhaka_158_small.jpg,,301-500,,,Asia,,0--,False,False,
169,United Kingdom,Dundee,,294489,"<div class=""td-wrap""><a href=""/universities/university-dundee"" class=""uni-link""> University of Dundee</a></div>",/sites/default/files/-university-of-dundee_592560cf2aeae70239af4b2c_small.jpg,,301-500,,,Europe,5,0--,False,False,
767,Pakistan,Lahore,,297063,"<div class=""td-wrap""><a href=""/universities/university-engineering-technology-uet-lahore"" class=""uni-link"">University of Engineering & Technology (UET) Lahore</a></div>",/sites/default/files/university-of-engineering-technology-uet-lahore_592560cf2aeae70239af4d82_small.jpg,,301-500,,,Asia,,0--,False,False,
233,Sweden,Gothenburg,,294314,"<div class=""td-wrap""><a href=""/universities/university-gothenburg"" class=""uni-link"">University of Gothenburg</a></div>",/sites/default/files/university-of-gothenburg_233_small.jpg,,301-500,,,Europe,,0--,False,False,
1756,Canada,Guelph,,296894,"<div class=""td-wrap""><a href=""/universities/university-guelph"" class=""uni-link"">University of Guelph</a></div>",/sites/default/files/university-of-guelph_1756_small.jpg,,301-500,,,North America,,0--,False,False,
234,Germany,Göttingen,,294311,"<div class=""td-wrap""><a href=""/universities/university-gottingen"" class=""uni-link"">University of Göttingen</a></div>",/sites/default/files/university-of-gttingen_234_small.jpg,,301-500,,,Europe,,0--,False,False,
270,United States,Houston,,294254,"<div class=""td-wrap""><a href=""/universities/university-houston"" class=""uni-link"">University of Houston</a></div>",/sites/default/files/university-of-houston_270_small.jpg,,301-500,,,North America,,0--,False,False,
551,United Kingdom,Huddersfield,,297416,"<div class=""td-wrap""><a href=""/universities/university-huddersfield"" class=""uni-link"">University of Huddersfield</a></div>",/sites/default/files/university-of-huddersfield_592560cf2aeae70239af4cac_small.jpg,,301-500,,,Europe,5,0--,False,False,
295,United States,Iowa City,,294215,"<div class=""td-wrap""><a href=""/universities/university-iowa"" class=""uni-link"">University of Iowa</a></div>",/sites/default/files/university-of-iowa_592560cf2aeae70239af4baa_small.jpg,,301-500,,,North America,,0--,False,False,
1219,South Africa,Johannesburg,,297592,"<div class=""td-wrap""><a href=""/universities/university-johannesburg"" class=""uni-link"">University of Johannesburg</a></div>",/sites/default/files/university-of-johannesburg-_592560cf2aeae70239af4f46_small.jpg,,301-500,,,Africa,,0--,False,False,
2231,Jordan,Amman,,295192,"<div class=""td-wrap""><a href=""/universities/university-jordan"" class=""uni-link"">University of Jordan</a></div>",/sites/default/files/university-of-jordan_592560cf2aeae70239af533b_small.jpg,,301-500,,,Asia,5,0--,False,False,
315,United Kingdom,Canterbury,,294152,"<div class=""td-wrap""><a href=""/universities/university-kent"" class=""uni-link"">University of Kent</a></div>",/sites/default/files/university-of-kent_315_small.jpg,,301-500,,,Europe,,0--,False,False,
316,United States,Lexington,,294149,"<div class=""td-wrap""><a href=""/universities/university-kentucky"" class=""uni-link"">University of Kentucky</a></div>",/sites/default/files/university-of-kentucky_316_small.jpg,,301-500,,,North America,,0--,False,False,
433,South Africa,Pinetown,,294818,"<div class=""td-wrap""><a href=""/universities/university-kwazulu-natal"" class=""uni-link"">University of Kwazulu-Natal</a></div>",/sites/default/files/university-of-kwazulu-natal_433_small.jpg,,301-500,,,Africa,,0--,False,False,
339,United Kingdom,Leicester,,294075,"<div class=""td-wrap""><a href=""/universities/university-leicester"" class=""uni-link"">University of Leicester</a></div>",/sites/default/files/university-of-leicester_339_small.jpg,,301-500,,,Europe,,0--,False,False,
351,Slovenia,Ljubljana,,294040,"<div class=""td-wrap""><a href=""/universities/university-ljubljana"" class=""uni-link"">University of Ljubljana</a></div>",/sites/default/files/university-of-ljubljana_351_small.jpg,,301-500,,,Europe,,0--,False,False,
14336,Italy,Milan,,293783,"<div class=""td-wrap""><a href=""/universities/university-milano-bicocca"" class=""uni-link"">University of Milano-Bicocca </a></div>",/sites/default/files/university-of-milano-bicocca_14336_small.jpg,,301-500,,,Europe,,0--,False,False,
409,United States,Columbia,,294851,"<div class=""td-wrap""><a href=""/universities/university-missouri-columbia"" class=""uni-link"">University of Missouri, Columbia</a></div>",/sites/default/files/university-of-missouri-columbia_409_small.jpg,,301-500,,,North America,,0--,False,False,
432,Italy,Naples,,294819,"<div class=""td-wrap""><a href=""/universities/university-naples-federico-ii"" class=""uni-link"">University of Naples - Federico II</a></div>",/sites/default/files/university-of-naples-federico-ii_432_small.jpg,,301-500,,,Europe,,0--,False,False,
15004,Canada,Fredericton,,294159,"<div class=""td-wrap""><a href=""/universities/university-new-brunswick"" class=""uni-link"">University of New Brunswick</a></div>",/sites/default/files/university-of-new-brunswick_592560cf2aeae70239af5823_small.jpg,,301-500,,,North America,5,0--,False,False,
467,United States,Norman,,294734,"<div class=""td-wrap""><a href=""/universities/university-oklahoma"" class=""uni-link"">University of Oklahoma</a></div>",/sites/default/files/university-of-oklahoma_467_small.jpg,,301-500,,,North America,,0--,False,False,
505,United Kingdom,Portsmouth,,297495,"<div class=""td-wrap""><a href=""/universities/university-portsmouth"" class=""uni-link"">University of Portsmouth</a></div>",/sites/default/files/220208040544pm645473UoP-logo-200x200px-48x48.jpg,,301-500,,,Europe,5,0--,False,False,
530,United States,Rochester,,297494,"<div class=""td-wrap""><a href=""/universities/university-rochester"" class=""uni-link"">University of Rochester</a></div>",/sites/default/files/university-of-rochester_592560cf2aeae70239af4c96_small.jpg,,301-500,,,North America,,0--,False,False,
566,Australia,Adelaide,,297289,"<div class=""td-wrap""><a href=""/universities/university-south-australia"" class=""uni-link"">University of South Australia</a></div>",/sites/default/files/university-of-south-australia_566_small.jpg,,301-500,,,Oceania,6,0--,False,False,
539,United States,Columbia,,297481,"<div class=""td-wrap""><a href=""/universities/university-south-carolina"" class=""uni-link"">University of South Carolina</a></div>",/sites/default/files/university-of-south-carolina_539_small.jpg,,301-500,,,North America,,0--,False,False,
575,United Kingdom,Stirling,,297280,"<div class=""td-wrap""><a href=""/universities/university-stirling"" class=""uni-link"">University of Stirling</a></div>",/sites/default/files/university-of-stirling_575_small.jpg,,301-500,,,Europe,5,0--,False,False,
585,United Kingdom,Brighton,,296147,"<div class=""td-wrap""><a href=""/universities/university-sussex"" class=""uni-link"">University of Sussex</a></div>",/sites/default/files/university-of-sussex_592560cf2aeae70239af4ccd_small.jpg,,301-500,,,Europe,,0--,False,False,
644,Estonia,Tartu,,297217,"<div class=""td-wrap""><a href=""/universities/university-tartu"" class=""uni-link"">University of Tartu</a></div>",/sites/default/files/university-of-tartu_592560cf2aeae70239af4d08_small.jpg,,301-500,,,Europe,,0--,False,False,
699,Iran,Tehran,,297117,"<div class=""td-wrap""><a href=""/universities/university-tehran"" class=""uni-link"">University of Tehran</a></div>",/sites/default/files/university-of-tehran_699_small.jpg,,301-500,,,Asia,,0--,False,False,
2258,United States,Richardson,,295219,"<div class=""td-wrap""><a href=""/universities/university-texas-dallas"" class=""uni-link"">University of Texas Dallas</a></div>",/sites/default/files/university-of-texas-dallas_592560cf2aeae70239af5355_small.jpg,,301-500,,,North America,,0--,False,False,
811,United States,Tulsa,,297595,"<div class=""td-wrap""><a href=""/universities/university-tulsa"" class=""uni-link"">University of Tulsa</a></div>",/sites/default/files/university-of-tulsa_592560cf2aeae70239af4dae_small.jpg,,301-500,,,North America,,0--,False,False,
634,Finland,Turku,,297227,"<div class=""td-wrap""><a href=""/universities/university-turku"" class=""uni-link"">University of Turku</a></div>",/sites/default/files/university-of-turku_592560cf2aeae70239af4cfe_small.jpg,,301-500,,,Europe,,0--,False,False,
651,Canada,Victoria,,297210,"<div class=""td-wrap""><a href=""/universities/university-victoria-uvic"" class=""uni-link"">University of Victoria (UVic)</a></div>",/sites/default/files/university-of-victoria-uvic_592560cf2aeae70239af4d0e_small.jpg,,301-500,,,North America,,0--,False,False,
14110,Croatia,Zagreb,,293611,"<div class=""td-wrap""><a href=""/universities/university-zagreb"" class=""uni-link"">University of Zagreb</a></div>",/sites/default/files/university-of-zagreb_14110_small.jpg,,301-500,,,Europe,,0--,False,False,
498,Philippines,Quezon City,,297566,"<div class=""td-wrap""><a href=""/universities/university-philippines"" class=""uni-link"">University of the Philippines</a></div>",/sites/default/files/university-of-the-philippines_498_small.jpg,,301-500,,,Asia,,0--,False,False,
1155,Pakistan,Lahore,,296700,"<div class=""td-wrap""><a href=""/universities/university-punjab"" class=""uni-link"">University of the Punjab</a></div>",/sites/default/files/university-of-the-punjab_592560cf2aeae70239af4f07_small.jpg,,301-500,,,Asia,,0--,False,False,
493,Italy,Pavia,,297512,"<div class=""td-wrap""><a href=""/universities/universita-degli-studi-di-pavia"" class=""uni-link"">Università degli Studi di Pavia</a></div>",/sites/default/files/universit-degli-studi-di-pavia_592560cf2aeae70239af4c70_small.jpg,,301-500,,,Europe,,0--,False,False,
291,Austria,Innsbruck,,294230,"<div class=""td-wrap""><a href=""/universities/universitat-innsbruck"" class=""uni-link"">Universität Innsbruck</a></div>",/sites/default/files/universitt-innsbruck_592560cf2aeae70239af4ba7_small.jpg,,301-500,,,Europe,,0--,False,False,
482,France,Paris,,297554,"<div class=""td-wrap""><a href=""/universities/universite-paris-1-pantheon-sorbonne"" class=""uni-link"">Université Paris 1 Panthéon-Sorbonne </a></div>",/sites/default/files/universit-paris-1-panthon-sorbonne_482_small.jpg,,301-500,,,Europe,,0--,False,False,
342,Belgium,Liège,,294063,"<div class=""td-wrap""><a href=""/universities/universite-de-liege"" class=""uni-link"">Université de Liège</a></div>",/sites/default/files/universit-de-lige_592560cf2aeae70239af4bd9_small.jpg,,301-500,,,Europe,,0--,False,False,
