core_id,country,city,guide,nid,title,logo,score,rank_display,asia_overall_ranking,europe_overall_ranking,region,stars,recm,dagger,redact,program_type
2563,Argentina,Buenos Aires,,293373,"<div class=""td-wrap""><a href=""/universities/pontificia-universidad-catolica-argentina"" class=""uni-link"">Pontificia Universidad Católica Argentina</a></div>",/sites/default/files/pontificia-universidad-catlica-argentina_592560cf2aeae70239af5486_small.jpg,,251-300,,,Latin America,,0--,False,False,
577,Sweden,Stockholm,,297278,"<div class=""td-wrap""><a href=""/universities/stockholm-university"" class=""uni-link"">Stockholm University</a></div>",/sites/default/files/stockholm-university_577_small.jpg,,251-300,,,Europe,,0--,False,False,
204,United Kingdom,Exeter,,294427,"<div class=""td-wrap""><a href=""/universities/university-exeter"" class=""uni-link"">University of Exeter</a></div>",/sites/default/files/221117102054am246521University-of-Exeter-Simplified-Logo-Portrait-positive-200-x-200-48x48.jpg,,251-300,,,Europe,,0--,False,False,
19,Mexico,Huixquilucan,,294636,"<div class=""td-wrap""><a href=""/universities/universidad-anahuac-mexico"" class=""uni-link"">Universidad Anáhuac México</a></div>",/sites/default/files/universidad-anahuac_592560cf2aeae70239af4a97_small.jpg,,251-300,,,Latin America,,0--,False,False,
38,Argentina,Pilar,,294618,"<div class=""td-wrap""><a href=""/universities/universidad-austral"" class=""uni-link"">Universidad Austral</a></div>",/sites/default/files/universidad-austral_38_small.jpg,,251-300,,,Latin America,,0--,False,False,
1715,Mexico,San Nicolás de los Garza,,296849,"<div class=""td-wrap""><a href=""/universities/universidad-autonoma-de-nuevo-leon"" class=""uni-link"">Universidad Autónoma de Nuevo León</a></div>",/sites/default/files/universidad-autnoma-de-nuevo-len_592560cf2aeae70239af5136_small.jpg,,251-300,,,Latin America,,0--,False,False,
792,Colombia,Medellin,,294696,"<div class=""td-wrap""><a href=""/universities/universidad-eafit"" class=""uni-link"">Universidad EAFIT</a></div>",/sites/default/files/universidad-eafit_592560cf2aeae70239af4d9b_small.jpg,,251-300,,,Latin America,,0--,False,False,
275,Mexico,Mexico City,,294249,"<div class=""td-wrap""><a href=""/universities/universidad-iberoamericana-ibero"" class=""uni-link"">Universidad Iberoamericana IBERO</a></div>",/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small.jpg,,251-300,,,Latin America,,0--,False,False,
1517,Spain,Móstoles,,296404,"<div class=""td-wrap""><a href=""/universities/universidad-rey-juan-carlos"" class=""uni-link"">Universidad Rey Juan Carlos</a></div>",/sites/default/files/universidad-rey-juan-carlos_1517_small.jpg,,251-300,,,Europe,,0--,False,False,
1511,Spain,Alcalá de Henares,,296405,"<div class=""td-wrap""><a href=""/universities/universidad-de-alcala"" class=""uni-link"">Universidad de Alcalá</a></div>",/sites/default/files/universidad-de-alcal_1511_small.jpg,,251-300,,,Europe,5,0--,False,False,
789,Costa Rica,San Jose,,294681,"<div class=""td-wrap""><a href=""/universities/universidad-de-costa-rica"" class=""uni-link"">Universidad de Costa Rica</a></div>",/sites/default/files/universidad-de-costa-rica_789_small.jpg,,251-300,,,Latin America,,0--,False,False,
554,Spain,Seville,,297392,"<div class=""td-wrap""><a href=""/universities/universidad-de-sevilla"" class=""uni-link"">Universidad de Sevilla</a></div>",/sites/default/files/universidad-de-sevilla_554_small.jpg,,251-300,,,Europe,,0--,False,False,
525,Brazil,Rio de Janeiro,,297503,"<div class=""td-wrap""><a href=""/universities/universidade-federal-do-rio-de-janeiro"" class=""uni-link"">Universidade Federal do Rio de Janeiro</a></div>",/sites/default/files/220127083943pm152751UFRJ-Vertical-Impresso-Positivo-ai-48x48.jpg,,251-300,,,Latin America,,0--,False,False,
290,Indonesia,Depok,,294233,"<div class=""td-wrap""><a href=""/universities/universitas-indonesia"" class=""uni-link"">Universitas Indonesia</a></div>",/sites/default/files/universitas-indonesia_290_small.jpg,,251-300,,,Asia,,0--,False,False,
7,United Kingdom,Aberdeen,,294647,"<div class=""td-wrap""><a href=""/universities/university-aberdeen"" class=""uni-link"">University of Aberdeen</a></div>",/sites/default/files/university-of-aberdeen_592560cf2aeae70239af4a8b_small.jpg,,251-300,,,Europe,,0--,False,False,
46,Switzerland,Basel,,294610,"<div class=""td-wrap""><a href=""/universities/university-basel"" class=""uni-link"">University of Basel</a></div>",/sites/default/files/university-of-basel_46_small.jpg,,251-300,,,Europe,,0--,False,False,
132,Portugal,Coimbra,,294525,"<div class=""td-wrap""><a href=""/universities/university-coimbra"" class=""uni-link"">University of Coimbra</a></div>",/sites/default/files/university-of-coimbra_592560cf2aeae70239af4b07_small.jpg,,251-300,,,Europe,5,0--,False,False,
221,Switzerland,Geneva,,294362,"<div class=""td-wrap""><a href=""/universities/university-geneva"" class=""uni-link"">University of Geneva</a></div>",/sites/default/files/university-of-geneva_221_small.jpg,,251-300,,,Europe,,0--,False,False,
401,United States,Miami,,294859,"<div class=""td-wrap""><a href=""/universities/university-miami"" class=""uni-link"">University of Miami</a></div>",/sites/default/files/university-of-miami_401_small.jpg,,251-300,,,North America,,0--,False,False,
419,India,Mumbai,,294841,"<div class=""td-wrap""><a href=""/universities/university-mumbai"" class=""uni-link"">University of Mumbai</a></div>",/sites/default/files/university-of-mumbai_592560cf2aeae70239af4c26_small.jpg,,251-300,,,Asia,,0--,False,False,
15043,Kenya,Nairobi,,294204,"<div class=""td-wrap""><a href=""/universities/university-nairobi"" class=""uni-link"">University of Nairobi</a></div>",/sites/default/files/university-of-nairobi_15043_small.jpg,,251-300,,,Africa,,0--,False,False,
506,South Africa,Pretoria,,297493,"<div class=""td-wrap""><a href=""/universities/university-pretoria"" class=""uni-link"">University of Pretoria</a></div>",/sites/default/files/university-of-pretoria_506_small.jpg,,251-300,,,Africa,,0--,False,False,
517,United Kingdom,Reading,,297458,"<div class=""td-wrap""><a href=""/universities/university-reading"" class=""uni-link"">University of Reading</a></div>",/sites/default/files/university-of-reading_517_small.jpg,,251-300,,,Europe,,0--,False,False,
549,Philippines,Manila,,297425,"<div class=""td-wrap""><a href=""/universities/university-santo-tomas"" class=""uni-link"">University of Santo Tomas</a></div>",/sites/default/files/university-of-santo-tomas_592560cf2aeae70239af4ca8_small.jpg,,251-300,,,Asia,5,0--,False,False,
623,Italy,Trento,,297238,"<div class=""td-wrap""><a href=""/universities/university-trento"" class=""uni-link"">University of Trento</a></div>",/sites/default/files/university-of-trento_623_small.jpg,,251-300,,,Europe,,0--,False,False,
632,Italy,Turin,,297229,"<div class=""td-wrap""><a href=""/universities/university-turin"" class=""uni-link"">University of Turin</a></div>",/sites/default/files/university-of-turin_632_small.jpg,,251-300,,,Europe,,0--,False,False,
689,United Kingdom,York,,297128,"<div class=""td-wrap""><a href=""/universities/university-york"" class=""uni-link"">University of York</a></div>",/sites/default/files/university-of-york_689_small.jpg,,251-300,,,Europe,,0--,False,False,
323,Germany,Konstanz,,294127,"<div class=""td-wrap""><a href=""/universities/universitat-konstanz"" class=""uni-link"">Universität Konstanz</a></div>",/sites/default/files/universitt-konstanz_323_small.jpg,,251-300,,,Europe,,0--,False,False,
391,Germany,Mannheim,,294869,"<div class=""td-wrap""><a href=""/universities/universitat-mannheim"" class=""uni-link"">Universität Mannheim</a></div>",/sites/default/files/universitt-mannheim_592560cf2aeae70239af4c0b_small.jpg,,251-300,,,Europe,,0--,False,False,
650,New Zealand,"Kelburn, Wellington",,297211,"<div class=""td-wrap""><a href=""/universities/victoria-university-wellington"" class=""uni-link"">Victoria University of Wellington</a></div>",/sites/default/files/victoria-university-of-wellington_592560cf2aeae70239af4d0f_small.jpg,,251-300,,,Oceania,6,0--,False,False,
1262,Denmark,Aalborg,,296663,"<div class=""td-wrap""><a href=""/universities/aalborg-university"" class=""uni-link"">Aalborg University</a></div>",/sites/default/files/aalborg-university_1262_small.jpg,,301-500,,,Europe,5,0--,False,False,
1205,Egypt,Cairo,,297631,"<div class=""td-wrap""><a href=""/universities/ain-shams-university-cairo-asu-cairo"" class=""uni-link"">Ain Shams University in Cairo (ASU, Cairo)</a></div>",/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,,301-500,,,Africa,5,0--,False,False,
12,Indonesia,Surabaya,,294643,"<div class=""td-wrap""><a href=""/universities/airlangga-university"" class=""uni-link"">Airlangga University</a></div>",/sites/default/files/logo-UNAIR-200px-x-200px-01-48x48.jpeg,,301-500,,,Asia,,0--,False,False,
1201,United Arab Emirates,Sharjah,,297642,"<div class=""td-wrap""><a href=""/universities/american-university-sharjah"" class=""uni-link"">American University of Sharjah</a></div>",/sites/default/files/211216011743pm346028American-University-of-Sharjah-AUS-Stacked-200X200px-48x48.jpg,,301-500,,,Asia,,0--,False,False,
34,Greece,Athens,,294622,"<div class=""td-wrap""><a href=""/universities/athens-university-economics-business"" class=""uni-link"">Athens University of Economics and Business</a></div>",/sites/default/files/220228075444am741134AUEBLogo-48x48.jpg,,301-500,,,Europe,,0--,False,False,
1135,New Zealand,Auckland,,297138,"<div class=""td-wrap""><a href=""/universities/auckland-university-technology-aut"" class=""uni-link"">Auckland University of Technology (AUT)</a></div>",/sites/default/files/auckland-university-of-technology-aut_592560cf2aeae70239af4ef7_small.jpg,,301-500,,,Oceania,5,0--,False,False,
837,Australia,Melbourne,,297047,"<div class=""td-wrap""><a href=""/universities/australian-catholic-university"" class=""uni-link"">Australian Catholic University</a></div>",/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg,,301-500,,,Oceania,,0--,False,False,
41,Indonesia,Bandung,,294615,"<div class=""td-wrap""><a href=""/universities/bandung-institute-technology-itb"" class=""uni-link"">Bandung Institute of Technology (ITB)</a></div>",/sites/default/files/bandung-institute-of-technology-itb_41_small.jpg,,301-500,,,Asia,,0--,False,False,
52,Israel,Be'er Sheva,,294604,"<div class=""td-wrap""><a href=""/universities/ben-gurion-university-negev"" class=""uni-link"">Ben-Gurion University of The Negev</a></div>",/sites/default/files/ben-gurion-university-of-the-negev_592560cf2aeae70239af4ab7_small.jpg,,301-500,,,Asia,,0--,False,False,
58,Turkey,Ankara,,294598,"<div class=""td-wrap""><a href=""/universities/bilkent-university"" class=""uni-link"">Bilkent University</a></div>",/sites/default/files/bilkent-university_58_small.jpg,,301-500,,,Asia,,0--,False,False,
68,United States,Provo,,294588,"<div class=""td-wrap""><a href=""/universities/brigham-young-university"" class=""uni-link"">Brigham Young University</a></div>",/sites/default/files/brigham-young-university_68_small.jpg,,301-500,,,North America,,0--,False,False,
73,United Kingdom,London,,294583,"<div class=""td-wrap""><a href=""/universities/brunel-university-london"" class=""uni-link"">Brunel University London</a></div>",/sites/default/files/brunel-university-london_592560cf2aeae70239af4acc_small.jpg,,301-500,,,Europe,,0--,False,False,
1383,Hungary,Budapest,,296566,"<div class=""td-wrap""><a href=""/universities/budapest-university-technology-economics"" class=""uni-link"">Budapest University of Technology and Economics</a></div>",/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg,,301-500,,,Europe,,0--,False,False,
100,Canada,Ottawa,,294556,"<div class=""td-wrap""><a href=""/universities/carleton-university"" class=""uni-link"">Carleton University</a></div>",/sites/default/files/230222091025pm733708B-Logo-V-RGBRedBlackonLight72-130821-48x48.jpg,,301-500,,,North America,,0--,False,False,
838,Australia,Norman Gardens,,296089,"<div class=""td-wrap""><a href=""/universities/central-queensland-university-cquniversity-australia"" class=""uni-link"">Central Queensland University (CQUniversity Australia)</a></div>",/sites/default/files/central-queensland-university-_592560cf2aeae70239af4dca_small.jpg,,301-500,,,Oceania,5,0--,False,False,
118,Thailand,Chiang Mai,,294538,"<div class=""td-wrap""><a href=""/universities/chiang-mai-university"" class=""uni-link"">Chiang Mai University</a></div>",/sites/default/files/chiang-mai-university_118_small.jpg,,301-500,,,Asia,4,0--,False,False,
119,Japan,Chiba City,,294537,"<div class=""td-wrap""><a href=""/universities/chiba-university"" class=""uni-link"">Chiba University</a></div>",/sites/default/files/chiba-university_119_small.jpg,,301-500,,,Asia,,0--,False,False,
1042,South Korea,Seoul,,296762,"<div class=""td-wrap""><a href=""/universities/chung-ang-university-cau"" class=""uni-link"">Chung-Ang University (CAU)</a></div>",/sites/default/files/chung-ang-university-cau_1042_small.jpg,,301-500,,,Asia,,0--,False,False,
149,United States,New York City,,294508,"<div class=""td-wrap""><a href=""/universities/city-university-new-york"" class=""uni-link"">City University of New York</a></div>",/sites/default/files/city-university-of-new-york_149_small.jpg,,301-500,,,North America,,0--,False,False,
354,United Kingdom,London,,294034,"<div class=""td-wrap""><a href=""/universities/city-university-london"" class=""uni-link"">City, University of London</a></div>",/sites/default/files/city-university-of-london_354_small.jpg,,301-500,,,Europe,,0--,False,False,
136,United States,Fort Collins,,294521,"<div class=""td-wrap""><a href=""/universities/colorado-state-university"" class=""uni-link"">Colorado State University</a></div>",/sites/default/files/colorado-state-university_136_small.jpg,,301-500,,,North America,,0--,False,False,
139,Canada,Montreal,,294518,"<div class=""td-wrap""><a href=""/universities/concordia-university"" class=""uni-link"">Concordia University</a></div>",/sites/default/files/concordia-university_592560cf2aeae70239af4b0e_small.jpg,,301-500,,,North America,,0--,False,False,
145,United Kingdom,Coventry,,294512,"<div class=""td-wrap""><a href=""/universities/coventry-university"" class=""uni-link"">Coventry University</a></div>",/sites/default/files/coventry-university_592560cf2aeae70239af4b16_small.jpg,,301-500,,,Europe,5,0--,False,False,
696,Czechia,Prague,,297125,"<div class=""td-wrap""><a href=""/universities/czech-technical-university-prague"" class=""uni-link"">Czech Technical University in Prague</a></div>",/sites/default/files/czech-technical-university-in-prague_592560cf2aeae70239af4d3b_small.jpg,,301-500,,,Europe,,0--,False,False,
151,Canada,Halifax,,294506,"<div class=""td-wrap""><a href=""/universities/dalhousie-university"" class=""uni-link"">Dalhousie University</a></div>",/sites/default/files/221109075038am378019Unknown-48x48.jpg,,301-500,,,North America,5,0--,False,False,
153,Philippines,Manila,,294504,"<div class=""td-wrap""><a href=""/universities/de-la-salle-university"" class=""uni-link"">De La Salle University</a></div>",/sites/default/files/de-la-salle-university_153_small.jpg,,301-500,,,Asia,,0--,False,False,
875,China (Mainland),Shanghai,,297016,"<div class=""td-wrap""><a href=""/universities/east-china-normal-university"" class=""uni-link"">East China Normal University</a></div>",/sites/default/files/east-china-normal-university_592560cf2aeae70239af4def_small.jpg,,301-500,,,Asia,,0--,False,False,
629,Germany,Tübingen,,297232,"<div class=""td-wrap""><a href=""/universities/eberhard-karls-universitat-tubingen"" class=""uni-link"">Eberhard Karls Universität Tübingen</a></div>",/sites/default/files/eberhard-karls-universitt-tbingen_629_small.jpg,,301-500,,,Europe,,0--,False,False,
174,Switzerland,Lausanne,,294484,"<div class=""td-wrap""><a href=""/universities/ehl-hospitality-business-school"" class=""uni-link"">EHL Hospitality Business School</a></div>",/sites/default/files/ehl-ecole-htelire-de-lausanne_592560cf2aeae70239af4b31_small.jpg,,301-500,,,Europe,5,0--,False,False,
185,United States,Atlanta,,294471,"<div class=""td-wrap""><a href=""/universities/emory-university"" class=""uni-link"">Emory University</a></div>",/sites/default/files/emory-university_185_small.jpg,,301-500,,,North America,,0--,False,False,
366,Hungary,Budapest,,294013,"<div class=""td-wrap""><a href=""/universities/eotvos-lorand-university"" class=""uni-link"">Eötvös Loránd University</a></div>",/sites/default/files/etvs-lornd-university_366_small.jpg,,301-500,,,Europe,,0--,False,False,
211,United States,Tallahassee,,294402,"<div class=""td-wrap""><a href=""/universities/florida-state-university"" class=""uni-link"">Florida State University</a></div>",/sites/default/files/florida-state-university_211_small.jpg,,301-500,,,North America,,0--,False,False,
219,Indonesia,Yogyakarta,,294365,"<div class=""td-wrap""><a href=""/universities/gadjah-mada-university"" class=""uni-link"">Gadjah Mada University</a></div>",/sites/default/files/gadjah-mada-university_219_small.jpg,,301-500,,,Asia,,0--,False,False,
1239,Austria,Graz,,297506,"<div class=""td-wrap""><a href=""/universities/graz-university-technology"" class=""uni-link"">Graz University of Technology</a></div>",/sites/default/files/graz-university-of-technology_1239_small.jpg,,301-500,,,Europe,,0--,False,False,
242,Australia,Nathan,,294295,"<div class=""td-wrap""><a href=""/universities/griffith-university"" class=""uni-link"">Griffith University</a></div>",/sites/default/files/griffith-university_242_small.jpg,,301-500,,,Oceania,,0--,False,False,
1054,South Korea,Seoul,,296751,"<div class=""td-wrap""><a href=""/universities/hufs-hankuk-korea-university-foreign-studies"" class=""uni-link"">HUFS - Hankuk (Korea) University of Foreign Studies </a></div>",/sites/default/files/hufs-hankuk-korea-university-of-foreign-studies_1054_small.jpg,,301-500,,,Asia,,0--,False,False,
877,China (Mainland),Harbin,,297014,"<div class=""td-wrap""><a href=""/universities/harbin-institute-technology"" class=""uni-link"">Harbin Institute of Technology</a></div>",/sites/default/files/harbin-institute-of-technology_877_small.jpg,,301-500,,,Asia,,0--,False,False,
730,United Kingdom,Edinburgh,,297099,"<div class=""td-wrap""><a href=""/universities/heriot-watt-university"" class=""uni-link"">Heriot-Watt University</a></div>",/sites/default/files/heriot-watt-university_592560cf2aeae70239af4d5f_small.jpg,,301-500,,,Europe,,0--,False,False,
893,Hong Kong SAR,Hong Kong,,296813,"<div class=""td-wrap""><a href=""/universities/hong-kong-baptist-university"" class=""uni-link"">Hong Kong Baptist University</a></div>",/sites/default/files/hong-kong-baptist-university_893_small.jpg,,301-500,,,Asia,,0--,False,False,
15016,Russia,St. Petersburg,,294172,"<div class=""td-wrap""><a href=""/universities/itmo-university"" class=""uni-link"">ITMO University</a></div>",/sites/default/files/221006020816pm364524logo-ITMO-48x48.jpg,,301-500,,,Europe,,0--,False,True,
22878,India,Bangalore,,295536,"<div class=""td-wrap""><a href=""/universities/indian-institute-science"" class=""uni-link"">Indian Institute of Science</a></div>",/sites/default/files/indian-institute-of-science-iisc-bangalore_22878_small.jpg,,301-500,,,Asia,,0--,False,False,
694,South Korea,Incheon,,297122,"<div class=""td-wrap""><a href=""/universities/inha-university"" class=""uni-link"">Inha University</a></div>",/sites/default/files/inha-university_592560cf2aeae70239af4d3a_small.jpg,,301-500,,,Asia,,0--,False,False,
942,Indonesia,Surabaya,,296976,"<div class=""td-wrap""><a href=""/universities/institut-teknologi-sepuluh-nopember-its-surabaya"" class=""uni-link"">Institut Teknologi Sepuluh Nopember (ITS Surabaya)</a></div>",/sites/default/files/institut-teknologi-sepuluh-nopember_592560cf2aeae70239af4e31_small.jpg,,301-500,,,Asia,,0--,False,False,
2560,Mexico,Ciudad de México,,293370,"<div class=""td-wrap""><a href=""/universities/instituto-politecnico-nacional-ipn"" class=""uni-link"">Instituto Politécnico Nacional (IPN)</a></div>",/sites/default/files/instituto-politcnico-nacional-ipn_592560cf2aeae70239af5483_small.jpg,,301-500,,,Latin America,4,0--,False,False,
294,United States,Ames,,294222,"<div class=""td-wrap""><a href=""/universities/iowa-state-university"" class=""uni-link"">Iowa State University</a></div>",/sites/default/files/iowa-state-university_294_small.jpg,,301-500,,,North America,,0--,False,False,
296,Turkey,Maslak-Istanbul,,294206,"<div class=""td-wrap""><a href=""/universities/istanbul-technical-university"" class=""uni-link"">Istanbul Technical University</a></div>",/sites/default/files/istanbul-technical-university_296_small.jpg,,301-500,,,Asia,,0--,False,False,
297,Turkey,Istanbul,,294202,"<div class=""td-wrap""><a href=""/universities/istanbul-university"" class=""uni-link"">Istanbul University</a></div>",/sites/default/files/istanbul-university_592560cf2aeae70239af4bac_small.jpg,,301-500,,,Asia,,0--,False,False,
304,China (Mainland),Changchun,,294186,"<div class=""td-wrap""><a href=""/universities/jilin-university"" class=""uni-link"">Jilin University</a></div>",/sites/default/files/jilin-university_304_small.jpg,,301-500,,,Asia,,0--,False,False,
311,Sweden,Stockholm,,294162,"<div class=""td-wrap""><a href=""/universities/karolinska-institutet"" class=""uni-link"">Karolinska Institutet</a></div>",/sites/default/files/karolinska-institutet_311_small.jpg,,301-500,,,Europe,,0--,False,False,
312,Thailand,Bangkok,,294160,"<div class=""td-wrap""><a href=""/universities/kasetsart-university"" class=""uni-link"">Kasetsart University</a></div>",/sites/default/files/kasetsart-university_312_small.jpg,,301-500,,,Asia,4,0--,False,False,
1172,Saudi Arabia,Jeddah,,296687,"<div class=""td-wrap""><a href=""/universities/king-abdulaziz-university-kau"" class=""uni-link"">King Abdulaziz University (KAU)</a></div>",/sites/default/files/king-abdulaziz-university-kau_1172_small.jpg,,301-500,,,Asia,,0--,False,False,
320,Japan,Kobe City,,294136,"<div class=""td-wrap""><a href=""/universities/kobe-university"" class=""uni-link"">Kobe University</a></div>",/sites/default/files/kobe-university_320_small.jpg,,301-500,,,Asia,,0--,False,False,
762,Turkey,Istanbul,,297068,"<div class=""td-wrap""><a href=""/universities/koc-university"" class=""uni-link"">Koç University</a></div>",/sites/default/files/ko-university_592560cf2aeae70239af4d7e_small.jpg,,301-500,,,Asia,,0--,False,False,
2529,Kuwait,Kuwait City,,293341,"<div class=""td-wrap""><a href=""/universities/kuwait-university"" class=""uni-link"">Kuwait University</a></div>",/sites/default/files/220222071736am481325KU-Official-LOGO-01-48x48.jpg,,301-500,,,Asia,,0--,False,False,
330,South Korea,Daegu,,294104,"<div class=""td-wrap""><a href=""/universities/kyungpook-national-university"" class=""uni-link"">Kyungpook National University</a></div>",/sites/default/files/kyungpook-national-university_592560cf2aeae70239af4bd0_small.jpg,,301-500,,,Asia,,0--,False,False,
333,Australia,Melbourne,,294098,"<div class=""td-wrap""><a href=""/universities/la-trobe-university"" class=""uni-link"">La Trobe University</a></div>",/sites/default/files/220913045650am561995LTU-Int-V-RGB-JPG-48x48.jpg,,301-500,,,Oceania,6,0--,False,False,
1129,Lebanon,Beirut,,297145,"<div class=""td-wrap""><a href=""/universities/lebanese-university"" class=""uni-link"">Lebanese University</a></div>",/sites/default/files/lebanese-university_592560cf2aeae70239af4eec_small.jpg,,301-500,,,Asia,,0--,False,False,
1647,United Kingdom,Leeds,,296379,"<div class=""td-wrap""><a href=""/universities/leeds-beckett-university"" class=""uni-link"">Leeds Beckett University</a></div>",/sites/default/files/leeds-beckett-university_592560cf2aeae70239af50f2_small.jpg,,301-500,,,Europe,5,0--,False,False,
369,United States,Baton Rouge,,294004,"<div class=""td-wrap""><a href=""/universities/louisiana-state-university"" class=""uni-link"">Louisiana State University</a></div>",/sites/default/files/211217042229pm466378LSU-Logo-48x48.jpg,,301-500,,,North America,,0--,False,False,
22618,Malaysia,Shah Alam,,295796,"<div class=""td-wrap""><a href=""/universities/management-science-university"" class=""uni-link"">Management and Science University</a></div>",/sites/default/files/management-and-science-university_22618_small.jpg,,301-500,,,Asia,5,0--,False,False,
1628,United Kingdom,Manchester ,,297540,"<div class=""td-wrap""><a href=""/universities/manchester-metropolitan-university"" class=""uni-link"">Manchester Metropolitan University</a></div>",/sites/default/files/manchester-metropolitan-university_1628_small.jpg,,301-500,,,Europe,,0--,False,False,
725,Czechia,Brno,,297103,"<div class=""td-wrap""><a href=""/universities/masaryk-university"" class=""uni-link"">Masaryk University</a></div>",/sites/default/files/masaryk-university_592560cf2aeae70239af4d5a_small.jpg,,301-500,,,Europe,,0--,False,False,
2110,Turkey,Ankara,,296110,"<div class=""td-wrap""><a href=""/universities/middle-east-technical-university"" class=""uni-link"">Middle East Technical University</a></div>",/sites/default/files/middle-east-technical-university_2110_small.jpg,,301-500,,,Asia,,0--,False,False,
15270,Russia,Dolgoprudny,,294466,"<div class=""td-wrap""><a href=""/universities/moscow-institute-physics-technology-mipt-moscow-phystech"" class=""uni-link"">Moscow Institute of Physics and Technology (MIPT / Moscow Phystech)</a></div>",/sites/default/files/moscow-institute-of-physics-and-technology-mipt-moscow-phystech_15270_small.jpg,,301-500,,,Europe,,0--,False,True,
882,China (Mainland),Tianjin,,297009,"<div class=""td-wrap""><a href=""/universities/nankai-university"" class=""uni-link"">Nankai University</a></div>",/sites/default/files/nankai-university_882_small.jpg,,301-500,,,Asia,,0--,False,False,
434,Taiwan,Taoyuan City,,294816,"<div class=""td-wrap""><a href=""/universities/national-central-university"" class=""uni-link"">National Central University</a></div>",/sites/default/files/national-central-university_434_small.jpg,,301-500,,,Asia,,0--,False,False,
436,Taiwan,Taipei City,,294811,"<div class=""td-wrap""><a href=""/universities/national-chengchi-university"" class=""uni-link"">National Chengchi University</a></div>",/sites/default/files/national-chengchi-university_436_small.jpg,,301-500,,,Asia,,0--,False,False,
439,Taiwan,Kaohsiung City,,294807,"<div class=""td-wrap""><a href=""/universities/national-sun-yat-sen-university"" class=""uni-link"">National Sun Yat-sen University</a></div>",/sites/default/files/national-sun-yat-sen-university_439_small.jpg,,301-500,,,Asia,,0--,False,False,
1993,Taiwan,Taipei City,,294963,"<div class=""td-wrap""><a href=""/universities/national-taipei-university-technology"" class=""uni-link"">National Taipei University of Technology</a></div>",/sites/default/files/national-taipei-university-of-technology_1993_small.jpg,,301-500,,,Asia,,0--,False,False,
220,Ireland,Galway,,294364,"<div class=""td-wrap""><a href=""/universities/university-galway"" class=""uni-link"">University of Galway</a></div>",/sites/default/files/230111113541am417642Logo-QS-48x48.jpg,,301-500,,,Europe,,0--,False,False,
698,Pakistan,Islamabad,,297119,"<div class=""td-wrap""><a href=""/universities/national-university-sciences-technology-nust-islamabad"" class=""uni-link"">National University of Sciences And Technology (NUST) Islamabad</a></div>",/sites/default/files/national-university-of-sciences-and-technology-nust-islamabad_698_small.jpg,,301-500,,,Asia,,0--,False,False,
33,Greece,Athens,,294623,"<div class=""td-wrap""><a href=""/universities/national-kapodistrian-university-athens"" class=""uni-link"">National and Kapodistrian University of Athens</a></div>",/sites/default/files/national-and-kapodistrian-university-of-athens_33_small.jpg,,301-500,,,Europe,,0--,False,False,
862,Bangladesh,Dhaka,,296818,"<div class=""td-wrap""><a href=""/universities/north-south-university"" class=""uni-link"">North South University</a></div>",/sites/default/files/north-south-university_592560cf2aeae70239af4de2_small.jpg,,301-500,,,Asia,,0--,False,False,
462,Russia,Novosibirsk ,,294749,"<div class=""td-wrap""><a href=""/universities/novosibirsk-state-university"" class=""uni-link"">Novosibirsk State University</a></div>",/sites/default/files/novosibirsk-state-university_462_small.jpg,,301-500,,,Europe,,0--,False,True,
15179,India,Sonepat,,294371,"<div class=""td-wrap""><a href=""/universities/op-jindal-global-university"" class=""uni-link"">O.P. Jindal Global University</a></div>",/sites/default/files/o.p.-jindal-global-university_592560cf2aeae70239af5884_small.jpg,,301-500,,,Asia,,0--,False,False,
1021,Japan,Osaka City,,297328,"<div class=""td-wrap""><a href=""/universities/osaka-prefecture-university"" class=""uni-link"">Osaka Prefecture University </a></div>",/sites/default/files/osaka-prefecture-university-_592560cf2aeae70239af4e81_small.jpg,,301-500,,,Asia,,0--,False,False,
2154,Russia,Moscow,,295117,"<div class=""td-wrap""><a href=""/universities/plekhanov-russian-university-economics"" class=""uni-link"">Plekhanov Russian University of Economics</a></div>",/sites/default/files/plekhanov-russian-university-of-economics_2154_small.jpg,,301-500,,,Europe,,0--,False,True,
511,South Korea,Busan,,297483,"<div class=""td-wrap""><a href=""/universities/pusan-national-university"" class=""uni-link"">Pusan National University</a></div>",/sites/default/files/pusan-national-university_511_small.jpg,,301-500,,,Asia,,0--,False,False,
2537,Qatar,Doha,,293349,"<div class=""td-wrap""><a href=""/universities/qatar-university"" class=""uni-link"">Qatar University</a></div>",/sites/default/files/qatar-university_2537_small.jpg,,301-500,,,Asia,,0--,False,False,
1503,Russia,Moscow,,296468,"<div class=""td-wrap""><a href=""/universities/rudn-university"" class=""uni-link"">RUDN University</a></div>",/sites/default/files/rudn-university_1503_small.jpg,,301-500,,,Europe,5,0--,False,True,
522,United States,Troy,,297444,"<div class=""td-wrap""><a href=""/universities/rensselaer-polytechnic-institute"" class=""uni-link"">Rensselaer Polytechnic Institute</a></div>",/sites/default/files/rensselaer-polytechnic-institute_522_small.jpg,,301-500,,,North America,,0--,False,False,
